customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6517-YYYYY,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.27,504.53,Yes
3147-TTTTT,Male,0,No,No,61,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),30.22,1835.97,No
7172-EEEEE,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),45.68,1915.64,No
3658-FFFFF,Female,0,No,Yes,13,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Electronic check,83.28,1077.23,No
3712-XXXXX,Male,0,Yes,No,12,No,No,No,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,53.45,637.37,No
8170-BBBBB,Male,0,No,No,20,Yes,No phone service,No,Yes,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),114.85,2304.67,No
7731-LLLLL,Male,1,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,31.41,1588.49,Yes
4891-OOOOO,Female,1,Yes,No,36,No,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,117.78,4213.04,Yes
5668-YYYYY,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,19.5,1343.18,No
8355-HHHHH,Female,0,Yes,No,37,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,63.65,2342.22,No
9749-HHHHH,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,43.56,519.31,No
6070-ZZZZZ,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.16,3010.43,No
8684-GGGGG,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),27.95,1533.17,No
7026-VVVVV,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),106.27,209.32,No
8218-OOOOO,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),31.97,1599.8,No
5616-YYYYY,Male,0,No,Yes,41,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,77.28,3159.34,No
7256-QQQQQ,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Mailed check,21.6,962.34,Yes
9641-NNNNN,Male,0,No,No,9,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,One year,No,Credit card (automatic),49.5,435.36,No
3655-GGGGG,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,33.3,2057.42,No
3267-IIIII,Male,0,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,116.52,5471.69,No
1854-UUUUU,Female,1,No,No,5,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),19.46,111.52,Yes
8873-LLLLL,Female,0,No,Yes,1,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,53.67,50.21,Yes
2680-WWWWW,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,48.68,2147.47,No
9452-DDDDD,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),84.32,1857.98,No
5670-CCCCC,Male,0,Yes,No,38,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),23.92,918.48,No
3626-IIIII,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.72,1875.66,No
8361-QQQQQ,Male,0,No,No,31,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),65.14,2022.77,No
3414-NNNNN,Female,0,Yes,No,67,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),63.75,4273.55,No
2502-HHHHH,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,41.04,1722.68,No
8391-LLLLL,Male,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),67.5,1765.76,No
1436-NNNNN,Male,0,No,Yes,13,No,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,54.82,711.45,No
1872-MMMMM,Female,0,No,No,58,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),42.89,2496.41,No
9224-LLLLL,Female,0,No,No,18,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.2,635.3,No
4862-MMMMM,Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),91.45,6129.62,Yes
2337-LLLLL,Male,1,No,No,3,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),32.53,100.75,No
4678-AAAAA,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,35.13,1930.16,Yes
6221-DDDDD,Male,0,Yes,Yes,58,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,76.25,4438.14,No
6493-ZZZZZ,Male,0,Yes,No,63,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40.97,2591.87,No
3392-EEEEE,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),64.42,3349.24,No
1627-JJJJJ,Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,73.82,1773.39,Yes
8740-WWWWW,Female,0,No,Yes,72,No,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,No,Mailed check,45.83,3304.57,No
3273-YYYYY,Female,1,No,Yes,9,Yes,No,No,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,52.78,483.12,No
8685-OOOOO,Female,0,No,No,37,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.38,1473.19,No
1086-CCCCC,Female,0,Yes,No,53,Yes,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,64.52,3428.63,No
1311-IIIII,Female,0,Yes,No,24,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,117.99,2830.02,No
4533-EEEEE,Female,0,No,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,54.7,1140.52,No
9991-XXXXX,Male,0,Yes,No,40,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,83.91,3366.32,No
9647-NNNNN,Male,0,No,No,62,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,82.16,5096.81,No
2821-YYYYY,Male,0,No,No,70,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,97.29,6800.47,No
5720-HHHHH,Male,0,No,No,69,No,Yes,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),89.8,6204.73,No
5934-DDDDD,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,19.43,287.18,No
1782-HHHHH,Male,1,Yes,Yes,42,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),49.33,2071.93,No
7878-UUUUU,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),105.71,5301.17,Yes
8489-CCCCC,Female,1,Yes,Yes,61,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Mailed check,72.47,4428.33,No
2816-PPPPP,Female,0,Yes,No,4,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),28.72,103.29,Yes
9782-AAAAA,Male,1,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,46.0,3316.23,No
9443-SSSSS,Male,0,Yes,No,17,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,46.73,776.7,No
4963-WWWWW,Female,1,Yes,Yes,57,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Two year,Yes,Mailed check,106.0,6045.54,No
3352-JJJJJ,Male,1,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,73.87,3535.51,No
8032-AAAAA,Male,0,No,Yes,44,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,79.39,3495.08,No
6780-HHHHH,Female,1,Yes,Yes,45,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,55.14,2488.08,No
7825-FFFFF,Male,0,No,No,33,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,24.31,796.35,Yes
2402-QQQQQ,Female,0,Yes,Yes,31,Yes,No phone service,No,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,25.81,817.01,No
6908-CCCCC,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Mailed check,60.5,2834.29,No
9618-RRRRR,Female,0,No,No,6,Yes,No,No,Yes,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,36.09,195.15,No
9312-ZZZZZ,Female,0,No,Yes,72,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),28.73,2068.27,No
9316-RRRRR,Female,0,No,Yes,71,No,No,DSL,No,No,No,No,No,No internet service,Two year,No,Credit card (automatic),44.61,3180.96,No
1333-MMMMM,Male,0,Yes,No,34,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,92.83,3156.01,No
8702-BBBBB,Female,0,No,No,53,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.59,1350.34,No
7338-LLLLL,Male,1,No,Yes,14,Yes,No,Fiber optic,No,No,No,No internet service,No,No,One year,No,Electronic check,63.3,869.71,No
5155-XXXXX,Male,0,No,No,16,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),101.27,1614.61,No
1266-LLLLL,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),45.18,1931.32,No
2106-LLLLL,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,48.59,585.52,No
4950-XXXXX,Female,0,No,Yes,70,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),107.11,7500.98,No
2698-YYYYY,Female,0,No,No,19,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,83.58,1578.53,No
6447-EEEEE,Male,0,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,98.42,4031.96,No
1726-LLLLL,Male,0,No,No,53,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Mailed check,47.32,2522.42,No
9945-KKKKK,Female,1,No,No,29,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,118.43,3430.21,Yes
3868-YYYYY,Male,0,No,Yes,70,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,32.41,2264.19,No
8612-WWWWW,Female,0,Yes,Yes,59,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,114.92,6782.15,No
8840-UUUUU,Male,0,No,No,64,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),108.91,6956.14,Yes
3986-ZZZZZ,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,73.72,1778.78,Yes
3209-CCCCC,Female,0,No,No,16,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,77.07,1228.99,No
8498-BBBBB,Male,0,No,No,52,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,96.14,4987.7,No
5807-GGGGG,Female,0,No,Yes,6,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,49.08,299.85,Yes
1717-ZZZZZ,Male,0,No,No,37,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.26,2631.74,No
4268-BBBBB,Male,1,Yes,Yes,4,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,108.94,427.0,No
6170-JJJJJ,Male,1,Yes,Yes,38,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,25.11,954.91,No
9444-MMMMM,Female,0,Yes,No,41,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),109.26,4490.18,No
9897-PPPPP,Male,0,Yes,Yes,14,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),91.49,1276.75,Yes
5150-BBBBB,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,95.62,6779.37,Yes
4131-JJJJJ,Male,0,Yes,No,51,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,24.75,1239.79,Yes
6848-YYYYY,Male,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.12,2398.3,No
1783-UUUUU,Female,0,No,Yes,52,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),111.24,5779.66,No
6438-IIIII,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),30.72,908.53,No
3039-ZZZZZ,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,81.68,4648.77,No
7029-NNNNN,Female,0,No,No,30,Yes,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),96.91,2926.58,No
7553-XXXXX,Male,1,No,No,42,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,No,Electronic check,41.49,1754.89,No
8204-MMMMM,Male,1,Yes,No,11,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,88.48,965.1,Yes
6554-FFFFF,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),24.84,672.06,No
9129-WWWWW,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,68.38,1630.31,No
9151-LLLLL,Female,1,Yes,Yes,39,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),51.86,2038.16,No
9507-IIIII,Female,0,No,Yes,72,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,83.15,5987.51,No
2353-XXXXX,Female,0,No,No,18,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),107.59,1947.12,No
7955-CCCCC,Female,0,No,Yes,45,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),30.86,1380.83,No
8055-TTTTT,Female,0,No,Yes,12,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,63.51,778.13,No
3956-RRRRR,Female,0,No,No,49,No,No,DSL,No,No,No internet service,No internet service,No,Yes,One year,No,Mailed check,60.78,2973.82,No
5813-KKKKK,Female,1,No,Yes,31,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),50.79,1556.83,No
2680-CCCCC,Female,1,No,No,22,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.51,1461.48,Yes
6372-VVVVV,Male,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),106.76,4690.57,No
5843-JJJJJ,Female,0,No,No,64,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),116.1,7440.45,No
8305-TTTTT,Female,1,No,Yes,25,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),18.54,457.3,Yes
7981-FFFFF,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,92.52,4723.9,No
8272-LLLLL,Female,1,No,Yes,7,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,80.07,553.67,No
8325-BBBBB,Female,0,No,No,6,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,118.2,700.74,No
6776-TTTTT,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),27.29,654.97,No
8126-IIIII,Female,0,No,Yes,19,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),99.79,1901.33,No
1939-CCCCC,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.11,993.39,Yes
7655-LLLLL,Female,0,No,No,36,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.92,3966.35,No
9406-ZZZZZ,Female,0,No,Yes,40,Yes,No,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,74.59,2992.97,No
3621-AAAAA,Female,0,No,Yes,24,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),51.17,1225.03,No
3339-TTTTT,Male,0,No,Yes,48,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),82.56,3960.98,No
8179-BBBBB,Male,0,Yes,Yes,63,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,One year,No,Mailed check,49.01,3061.14,No
3068-CCCCC,Female,1,No,No,69,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.68,4135.95,Yes
4866-YYYYY,Female,1,No,Yes,53,No,Yes,No,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,63.05,3338.43,No
7001-LLLLL,Male,0,Yes,Yes,54,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,48.6,2635.24,No
7272-SSSSS,Female,1,Yes,No,42,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.6,2203.15,No
1530-TTTTT,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,18.98,854.13,No
3513-VVVVV,Male,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),48.11,678.77,No
8371-LLLLL,Male,1,No,Yes,29,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,65.72,1901.29,Yes
7095-OOOOO,Male,0,No,No,6,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.64,198.19,Yes
2259-SSSSS,Male,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,No internet service,No,No,One year,No,Mailed check,99.21,693.21,No
3255-QQQQQ,Female,1,No,Yes,37,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,72.28,2660.22,No
7012-MMMMM,Male,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.04,5187.49,Yes
6150-UUUUU,Female,1,Yes,No,18,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,31.12,553.86,No
5566-HHHHH,Female,1,Yes,Yes,38,No,Yes,No,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,100.71,3827.77,No
2858-AAAAA,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,114.56,6752.61,No
4048-PPPPP,Male,1,Yes,No,1,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),53.67,41.48,No
9482-MMMMM,Female,0,No,No,68,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),46.79,3183.6,No
2929-IIIII,Male,0,Yes,No,44,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,83.26,3669.96,No
5264-WWWWW,Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.16,3847.66,No
8311-GGGGG,Female,1,Yes,Yes,35,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),29.55,1034.44,No
5678-WWWWW,Female,0,Yes,Yes,60,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Mailed check,111.39,6690.92,No
9047-GGGGG,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,Yes,Mailed check,66.4,3453.81,No
3009-EEEEE,Female,0,No,No,8,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.07,748.46,Yes
2213-OOOOO,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,54.36,2231.15,No
3828-WWWWW,Male,0,No,Yes,3,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),44.53,133.59,Yes
8292-CCCCC,Male,0,Yes,No,69,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,29.43,2032.19,No
6236-VVVVV,Female,0,Yes,No,14,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.84,642.14,Yes
6692-WWWWW,Female,0,Yes,Yes,26,No,Yes,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,118.09,3050.15,No
2063-RRRRR,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),84.37,5904.16,No
9882-JJJJJ,Female,0,Yes,No,58,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.93,5747.44,No
5914-FFFFF,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),114.58,4597.57,No
3852-ZZZZZ,Male,1,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,26.19,1345.63,No
6922-QQQQQ,Male,0,Yes,Yes,5,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,34.8,174.26,No
4673-DDDDD,Male,1,No,Yes,32,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,111.51,3575.24,No
4292-ZZZZZ,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,74.99,80.42,No
3275-HHHHH,Female,1,No,No,54,Yes,Yes,No,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,82.05,4428.38,No
9094-AAAAA,Male,0,Yes,Yes,11,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,61.23,685.02,No
6912-RRRRR,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),100.1,5298.83,Yes
7044-OOOOO,Male,0,Yes,No,8,Yes,No,No,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,70.23,560.76,Yes
3126-TTTTT,Female,1,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),101.28,2541.02,No
2412-CCCCC,Female,0,Yes,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,117.96,4709.23,Yes
6067-MMMMM,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,83.25,2650.64,No
8842-QQQQQ,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,71.4,1989.5,No
7730-YYYYY,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.95,169.29,No
7708-SSSSS,Male,0,No,Yes,62,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),37.82,2367.18,No
